training_rmse,validation_rmse,inducing_time,training_time,validation_time,optimal_theta,gp_variance,noise_variance,reduced_loglikelihood,output_name,sparse_method,inducing_method,m
0.004916095150454715,0.0049658131018990755,0.0,170.37792015075684,0.13474726676940918,[3.65188450e-01 1.33351874e-13 5.59767018e-02 9.09303003e-04],0.016698712837496153,2.364755737533223e-05,224785.4878741596,CXC,FITC,RANDOM,400
0.005880810351120971,0.0061458652220091415,236.07845187187195,173.99632453918457,0.14137578010559082,[5.73410076e-01 1.28652741e-13 2.42694799e-02 6.54620188e-04],0.0060886817933021205,2.5864114855340467e-05,219537.52700307593,CXC,FITC,KMEANS,400
0.0048968313435166725,0.004868557527750904,69.492600440979,173.42719674110413,0.13263845443725586,[2.90724567e-01 2.64557260e-13 4.37792436e-02 3.73235331e-03],0.0105250989596385,1.9294680472900363e-05,224558.8714942187,CXC,FITC,NORM_KMEANS,400
0.005482803219217006,0.0053067617285856225,0.008796930313110352,167.88245129585266,0.13491272926330566,[3.85315931e-02 2.17750163e-13 3.88321408e-02 1.08664703e-03],0.004109447158978136,2.763753328580568e-05,215885.2566688126,CXC,VFE,RANDOM,400
0.005955653717669318,0.006063063300816287,243.82905268669128,169.48241996765137,0.13466119766235352,[2.63195489e-01 4.16275384e-14 1.55836960e-02 7.93123698e-04],0.0020889564617971295,3.35371593317241e-05,212512.673787802,CXC,VFE,KMEANS,400
0.004852481430689066,0.004979746518472149,76.52688479423523,168.4367551803589,0.13138866424560547,[3.21979975e-01 6.38964157e-14 5.30814527e-02 2.30411382e-03],0.0042916940696759685,2.073375164241844e-05,222498.7923646327,CXC,VFE,NORM_KMEANS,400
0.002793536030442836,0.002772618270302433,0.0,172.53086805343628,0.1398024559020996,[1.16510040e-01 1.15999722e-13 2.60595327e-02 1.90424605e-03],0.007923780159384854,6.196473493868382e-06,254153.46074688435,CYC,FITC,RANDOM,400
0.0032317312681421338,0.003213890173113466,241.95981526374817,174.50288939476013,0.13542699813842773,[2.15824432e-01 2.17640992e-13 9.05554473e-03 9.85595505e-04],0.005213306040156799,7.655070788422269e-06,248157.35604926944,CYC,FITC,KMEANS,400
0.0026270961467598068,0.002556728369998778,76.3793613910675,170.79798579216003,0.1311802864074707,[3.64433679e-01 2.94841067e-13 1.61393325e-02 2.32403030e-03],0.019126801850182246,5.837117655683641e-06,255092.13770779222,CYC,FITC,NORM_KMEANS,400
0.002802196711640061,0.002902690823433201,0.0,168.63560843467712,0.13403940200805664,[3.05490855e-02 7.68486304e-14 1.61549320e-02 2.36203429e-03],0.0015991938180934828,7.994957699659138e-06,250068.94107639603,CYC,VFE,RANDOM,400
0.003165724368716322,0.0030773187230020657,292.22874116897583,169.88476514816284,0.13486313819885254,[1.44902971e-01 1.52108152e-13 5.04515730e-03 6.32030284e-04],0.0019145578334283874,1.0087481420102554e-05,244702.48561301176,CYC,VFE,KMEANS,400
0.0027054562843438885,0.0027492987662110385,75.36738228797913,168.79236388206482,0.1322028636932373,[1.23120705e-01 7.59490650e-14 1.45136848e-02 2.51280132e-03],0.0035006639591299523,7.354394489301991e-06,251983.66724278964,CYC,VFE,NORM_KMEANS,400
0.015176873313234125,0.01561028526784322,0.0,173.05225920677185,0.1342005729675293,[2.45296542e-01 3.18255059e-13 3.16185370e-02 9.45337256e-04],0.11249856305776353,0.0002578750417531877,170051.95401403308,CZC,FITC,RANDOM,400
0.021675515832993725,0.020604357786980013,236.0123267173767,174.94986152648926,0.13549447059631348,[4.77816281e-01 3.56562395e-13 1.73445961e-02 4.72201546e-04],0.08104633933324436,0.00020437113941326862,169315.71226476878,CZC,FITC,KMEANS,400
0.015206920993395136,0.015459350656941283,76.98907136917114,173.70136857032776,0.13424348831176758,[1.82282062e-01 3.10693315e-13 4.12852843e-02 1.89725141e-03],0.12165104384641882,0.00022959765825938413,170877.80600170046,CZC,FITC,NORM_KMEANS,400
0.015270593641772467,0.01563444517837331,0.0046579837799072266,167.66270995140076,0.13361525535583496,[4.80972595e-01 1.82308675e-13 3.26461865e-02 3.82932857e-04],0.08858748975228875,0.00022671291703392114,169383.82004633732,CZC,VFE,RANDOM,400
0.017415416761660137,0.017142264663405696,269.44745206832886,170.21244049072266,0.13684439659118652,[6.63870874e-01 1.05493406e-13 1.08650756e-02 5.59171069e-04],0.04914448589393735,0.00033305003815249027,162379.7440553885,CZC,VFE,KMEANS,400
0.01493103103466867,0.015175644960890983,72.8761351108551,170.32896399497986,0.1346888542175293,[4.27558848e-01 2.25185373e-13 2.96335848e-02 6.51903003e-04],0.1987029879673632,0.00022014291062594357,171227.96524759755,CZC,VFE,NORM_KMEANS,400
0.020840779528595924,0.02052994819339142,0.0,173.41604709625244,0.13216185569763184,[2.92420705e-01 4.74403567e-14 9.18265564e-02 4.61191394e-03],0.013813854300614376,0.0004012717909242769,157395.42330926564,CLAAC,FITC,RANDOM,400
0.02640840573319349,0.025408392476793093,253.82624459266663,175.73761653900146,0.13836383819580078,[1.54026076e-01 4.26074219e-13 7.71979710e-02 1.29744796e-03],0.01261994943619948,0.00015234107406805246,163902.73694955138,CLAAC,FITC,KMEANS,400
0.020422787036326367,0.01973618978545715,79.22884893417358,174.67617392539978,0.13199806213378906,[1.28361121e-01 4.23315386e-13 7.87108106e-02 2.26542281e-03],0.042642025169988114,0.0003494067088583505,159290.8143648815,CLAAC,FITC,NORM_KMEANS,400
0.0205400341398544,0.020464046351722835,0.0,168.39015913009644,0.13174200057983398,[1.35967663e-01 4.57246160e-14 6.11286407e-02 2.72384866e-03],0.022676033340227327,0.0004176581448744467,157035.01562192966,CLAAC,VFE,RANDOM,400
