training_rmse,validation_rmse,inducing_time,training_time,validation_time,optimal_theta,gp_variance,noise_variance,reduced_loglikelihood,output_name,sparse_method,inducing_method,m
0.027912084574518912,0.029003731664484417,0.0,18.80484437942505,0.012156248092651367,[3.76986898e-01 2.05152978e-14 8.33557831e-03 1.17977640e-03],0.0034845675851417628,0.0007768240632674305,[[143215.7427793]],CLAAC,VFE,RANDOM,50
0.035166919669244054,0.034535737996874975,7.011138916015625,19.14252543449402,0.02023148536682129,[2.70720951e-01 6.96115702e-14 3.27570420e-03 5.95260313e-04],0.0022422950464303037,0.0012820617737636022,[[132787.80609456]],CLAAC,VFE,KMEANS,50
0.02732565727172539,0.026620211519811008,10.072312355041504,19.255735635757446,0.022168874740600586,[1.69283656e-01 1.76229001e-14 1.45882067e-02 5.55289691e-04],0.0065331603509046,0.0007284035483223072,[[143919.49649975]],CLAAC,VFE,NORM_KMEANS,50
0.024561709786079484,0.024626051673155264,0.0,19.461398124694824,0.012380599975585938,[1.15937142e-01 4.93542147e-14 4.88483214e-03 2.13145618e-03],0.0022829100005134066,0.00048821796511626164,[[149100.07586789]],CMAAC,FITC,RANDOM,50
0.02779092500404942,0.027542716718713993,5.398096084594727,19.430488348007202,0.020473957061767578,[5.72957050e-02 3.35729767e-14 1.87693458e-03 1.83303973e-03],0.014566770475365347,0.0005436452308121478,[[146167.06671309]],CMAAC,FITC,KMEANS,50
0.02267943318205136,0.02289509750870918,8.897852659225464,19.64730978012085,0.012230873107910156,[1.78303619e-01 2.08791630e-14 9.09115228e-03 2.02806797e-03],0.0021215421558026296,0.0005391645570809016,[[153744.92381521]],CMAAC,FITC,NORM_KMEANS,50
0.022110386313283454,0.022145317511536478,0.0,18.57241678237915,0.018219709396362305,[1.26469274e-01 1.17423141e-14 7.53496800e-03 1.94878433e-03],0.0018709267119988503,0.0004666002846691047,[[154041.69874477]],CMAAC,VFE,RANDOM,50
0.029334976254454567,0.02894082069118813,9.275628089904785,19.037179470062256,0.020200490951538086,[3.73923060e-01 3.20792189e-14 1.96480311e-03 2.48771518e-04],0.015539227801194412,0.00089597479467818,[[141101.99789893]],CMAAC,VFE,KMEANS,50
0.02252530730349827,0.022801515994686192,8.497533321380615,18.91864514350891,0.02048349380493164,[6.63677288e-02 2.07194076e-14 7.51474357e-03 1.69943741e-03],0.0025545482138838627,0.0004969750039558973,[[153136.75607476]],CMAAC,VFE,NORM_KMEANS,50
0.012489215429764427,0.012268716135231979,0.0,19.1821129322052,0.010255575180053711,[8.70453910e-02 1.97399919e-14 6.92315097e-03 3.34998806e-03],0.010600853980139354,5.710973771135736e-05,[[193053.55861043]],CNAAC,FITC,RANDOM,50
0.017747226077932002,0.01758341560860738,5.911792278289795,19.64895224571228,0.012368440628051758,[1.21860204e-01 6.67346157e-14 3.31354653e-03 8.46054109e-04],0.03108149956856721,4.6625500716189074e-05,[[188550.31662466]],CNAAC,FITC,KMEANS,50
0.01628651262357598,0.01586714906862428,9.40031099319458,19.923110485076904,0.020439863204956055,[4.12298266e-01 6.35624160e-14 1.31308842e-02 2.47906000e-03],0.009507907523739732,1.668287533017395e-05,[[190253.78240059]],CNAAC,FITC,NORM_KMEANS,50
0.01280523341854206,0.012706084645387297,0.0,19.002584218978882,0.020268678665161133,[6.81736113e-02 2.21666415e-14 1.97308461e-03 1.19345622e-03],0.0011871538965077743,0.00017124033226894334,[[179394.54480507]],CNAAC,VFE,RANDOM,50
0.01320380273483824,0.013181348175644347,6.307743549346924,18.895282745361328,0.02051544189453125,[1.42400493e-01 1.37490646e-14 1.71582987e-03 4.66092820e-04],0.005834162349958536,0.00023335772269855956,[[177207.04694535]],CNAAC,VFE,KMEANS,50
0.0106573080234488,0.01041634271606511,9.147395133972168,19.002142906188965,0.01629328727722168,[7.64100893e-02 5.10914640e-15 6.02920774e-03 1.74072674e-03],0.0015126943506368166,0.0001243814197494238,[[187995.20782337]],CNAAC,VFE,NORM_KMEANS,50
